Permit #,Establishment Name,Address,Zip,Est Type,First Seen,Last Seen,Inspections
118574,LOST PALM AT THE MANCHESTER HOTEL,941 MANCHESTER STREET,40508,HOTEL,2023-05-18,2025-11-03,6
118584,KEYHOLE TATTOO,,40507,,2025-12-16,2025-12-16,1
118586,DULCE Y SALADO LLC,101 W LOUDON STE 138,40508,11,2023-05-30,2025-12-09,5
118602,CREEKSIDE CAFE AT IMMANUEL BAPTIST CHURCH,3100 TATES CREEK RD,40502,BAPTIST CHURCH,2023-11-13,2025-08-01,3
118604,MOMMY'S KITCHEN - COMMISSARY,101 W. LOUDON AVE,40505,605,2023-05-25,2023-05-25,2
118624,ROULAY LLC DBA OSHA THAI KITCHEN & BAR,107 W SHORT ST,40507,THAI KITCHEN & BAR,2023-06-01,2025-12-04,5
118633,DESPERADOS CANTINA,1224 MANCHESTER ST #110,40504,11,2023-07-03,2025-09-03,5
118648,BLUEGRASS CARIBBEAN CHEFS LLC,101 W LOUDON,40508,CHEFS LLC,2023-09-30,2025-12-30,4
118649,NATALIA'S PASTRY SHOP - USES COMMISSARY,101 W LOUDON AVE,40508,- USES COMMISSARY,2023-05-22,2025-12-05,4
118675,CHICK-FIL-A,3401 NICHOLASVILLE RD STE FC5A,40503,610,2023-05-24,2023-05-24,1
118682,DOLLAR TREE #08176,820 N BROADWAY,40505,62,2023-07-19,2025-07-08,4
118687,EL SABOR OAXAQUENO #1,3527 LANSDOWNE DR,40517,52,2023-05-24,2025-10-09,4
118700,CHAMPION'S NUTRITION KY,1388 ALEXANDRIA DR #2,40504,KY,2023-07-05,2025-11-19,4
118771,THE FUNKY LITTLE SHACK,3076 MAJESTIC VIEW WALK,40511,605,2023-06-01,2023-06-01,1
118804,NEVER TOO MUCH CREAMERY,110 WEST 6TH STREET,40508,11,2023-07-12,2025-11-12,4
118809,EL COSTENO JR 3,1144 WINBURN DRIVE,40511,605,2023-06-06,2023-06-06,1
118810,EL COSTENO JR 4 - NOT OPEN YET,1144 WINBURN DRIVE,40511,605,2023-06-06,2023-06-06,1
118817,WATERSTONE AT HAMBURG (OUTDOOR) BARREL OAKS APARTMENTS (OUTDOOR),,40509,BARREL OAKS APARTMENTS (OUTDOOR),2025-09-29,2025-09-29,1
118822,WHITE TIGER INDIAN RESTAURANT AND BAR,3695 NICHOLASVILLE RD,40503,AND BAR,2023-06-15,2025-12-15,5
118841,"MIX IT UP MOBILE CONCESSIONS, LLC",467 ERIE RD,40511,52,2023-06-21,2024-06-15,2
118843,FRESH APPROACH,1084 WHIPPLE CT,40511,36,2023-06-15,2025-12-03,5
118846,PELICO TACOS,1729 COSTIGAN DRIVE,40511,605,2023-07-18,2023-07-18,2
118855,LUCKY DAWGS,1230 EASTLAND DR,40505,605,2024-01-04,2025-12-18,2
118863,7 BREW DRIVE THRU COFFEE,2895 RICHMOND ROAD,40509,605,2023-07-13,2025-11-21,7
118889,DARLING WINE BAR,"101 W LOUDON AVE, STE 164",40508,53,2023-12-15,2025-12-05,3
118892,NORTENAS LATIN MARKET LLC,1496 LEESTOWN RD STE 125,40511,LLC,2023-07-11,2025-11-12,4
118913,LA PRINCESA SUPERMARKET LLC,1747 ALEXANDRIA DRIVE,40504,LLC,2023-12-07,2025-07-29,7
118924,BRISCOE'S TREATS,809 HIDDEN STREAM DR,40511,605,2023-06-15,2023-06-15,1
118970,TOKYO EXPRESS HIBACHI & SUSHI,1951 N BROADWAY,40505,605,2023-08-07,2024-01-23,10
118984,MIKI ICE,257 RIVERSIDE DR,45373,603,2023-06-20,2023-06-20,1
118992,CANTEEN @ LOWES #0507 BREAKROOM,200 OLD TODDS RD,40509,BREAKROOM,2023-10-30,2025-11-04,2
119003,CHEF DADDY,2637 ROLLING RIDGE,40511,52,2024-05-07,2024-05-07,1
119016,THE STRETCH SPA,,40504,THE STRETCH SPA,2025-08-20,2025-08-20,1
119034,THE HUMAN BEAN,2644 RICHMOND ROAD,40509,605,2023-07-21,2025-08-19,5
119046,STONEY BROOKE APARTMENTS - INDOOR CONTINUOUS,,40509,- INDOOR CONTINUOUS,2025-11-17,2025-11-17,1
119048,STONEY BROOKE APARTMENTS - OUTDOOR THE RACQUET CLUB APARTMENTS SEASONAL,,40509,THE RACQUET CLUB APARTMENTS SEASONAL,2025-09-02,2025-09-02,1
119052,SS ICE CREAM,110 WINBURN DRIVE,40511,605,2023-07-24,2023-07-24,2
119086,NORTHEAST CHRISTIAN,990 STAR SHOOT PARKWAY,40509,605,2023-07-18,2025-09-09,4
119127,SHAKING SEAFOOD AND WINGS,3110 MAPLELEAF DRIVE,40509,WINGS,2023-07-21,2025-09-18,7
119152,THE RACQUET CLUB APARTMENTS THE CALLAWAY - OUTDOOR,,40515,THE CALLAWAY - OUTDOOR,2025-08-28,2025-08-28,1
119157,DIAMOND ICE CREAM,1502 DURHAM COURT,40505,610,2023-07-07,2023-07-07,2
119166,RYU HIBACHI EXPRESS,1953 NICHOLASVILLE RD,40503,605,2023-07-10,2023-07-10,2
119181,"COACH SHALAHS'S KITCHEN, LLC",962 DELAWARE AVE,40505,605,2023-07-18,2024-01-09,3
119185,I WANT TACOS 2 LLC,400 WEST MAIN STREET,40507,605,2023-07-19,2025-09-29,6
119187,PAIN IS BEAUTIFUL (PIERCING),,40503,,2025-11-06,2025-11-06,1
119188,PAIN IS BEAUTIFUL (TATTOO),,40503,,2025-11-06,2025-11-06,1
119193,RISE UP PIZZA TRUCK,101 W. LOUDON AVE #112,40508,605,2023-07-11,2023-07-11,2
119200,ESTEPP'S FRIENDLY SHELL (HOT STEPPERS),1510 NEWTOWN PIKE #154,40511,605,2023-07-12,2023-08-24,4
119228,TACO EL POTRO 2 LLC,413 W. NEW CIRCLE ROAD,40511,605,2023-07-19,2023-10-30,5
119233,HOME2 SUITES LEXINGTON KEENLAND / AIRPORT,,40513,KEENLAND / AIRPORT,2025-11-25,2025-11-25,1
119243,ARCHA NINE THAI KITCHEN,4371 OLD HARRODSBURG ROAD,40513,605,2023-07-18,2025-10-22,3
119269,TACOS LUPITA,3390 SPANGLER DRIVE,40517,605,2023-07-19,2023-07-19,2
119271,WELDON FLAVORINGS,428 SOUTHLAND DRIVE,40503,605,2023-07-27,2023-07-27,2
119274,BAD WOLF BURGERS,1401 N. FORBES ROAD,40511,605,2023-07-31,2025-07-25,7
119275,MONARCA AUTHENTIC MEXICAN RESTAURANT,841 LANE ALLEN ROAD,40504,RESTAURANT,2023-07-27,2025-09-11,6
119276,ALFALFA CATERING,428 SOUTHLAND DRIVE,40505,605,2023-07-28,2023-07-28,2
119282,BEAR'S CHICKEN SHACK,815 EUCLID AVE,40502,605,2023-07-20,2025-09-19,7
119301,CHARLES YOUNG SPLASH PAD HILTON GARDEN INN LEXINGTON-,,40508,HILTON GARDEN INN LEXINGTON-,2025-08-19,2025-08-19,1
119314,TRAILA LA CATRACHITA,2001 VERSAILLES RD,40504,605,2023-07-24,2023-09-07,6
119324,HYDERABAD HOUSE LEXINGTON,2220 NICHOLASVILLE RD SUITE 160,40503,605,2023-08-28,2025-11-06,3
119330,TACO STOP TAQUERIA,1474 ANNISTON DRIVE,40505,11,2023-08-15,2025-10-15,6
119347,SQUIRES CORNER KITCHEN,468 SQUIRES RD,40515,605,2023-08-11,2025-09-17,4
119381,NEBUTORI - THE VOID LLC,949 NATIONAL AVE #190,40502,605,2023-08-02,2023-08-02,2
119397,SNOWFRUIT 352 INSIDE KROGER,150 W. LOWRY LANE STE 190,40503,KROGER,2023-08-15,2025-10-20,3
119398,SNOWFRUIT 359 INSIDE KROGER,1650 BRYAN STATION RD.,40505,KROGER,2023-08-18,2025-09-04,4
119399,SNOWFRUIT 361 INSIDE KROGER,1808 ALEXANDRIA DRIVE,40504,KROGER,2023-08-29,2025-07-31,3
119400,SNOWFRUIT 371 INSIDE KROGER,3650 BOSTON ROAD,40514,KROGER,2023-08-11,2025-09-03,3
119401,SNOWFRUIT 721 INSIDE KROGER,4750 HARTLAND PKWY,40515,KROGER,2023-08-10,2025-10-27,4
119402,SNOWFRUIT 737 INSIDE KROGER,1060 CHINOE ROAD STE 190,40502,KROGER,2023-08-15,2025-10-13,4
119406,BLUEGRASS SPICE AND TEA MERCHANTS,807 EUCILD AVENUE,40502,TEA MERCHANTS,2023-08-16,2025-09-24,4
119410,DULCE Y SALADO KITCHEN,101 LOUDON,40508,605,2023-08-10,2023-08-10,2
119411,TOSSIN THA SAUCE WINGS LLC,543 S LIMESTONE,40508,605,2023-08-23,2023-08-23,2
119412,EL CHARRO TACOS AND TEQUILA BAR,561 S BROADWAY STE 110,40508,TEQUILA BAR,2023-09-15,2025-11-26,3
119419,HOLY CREPE DBA BACKROADS BAKERY,109 W 6TH,40505,605,2023-08-07,2023-08-08,4
119425,BLUE AGAVE GRILL,440 HILLTOP AVE,40506,605,2023-08-11,2025-11-12,4
119485,DAMIANO,503 S. UPPER STREET,40508,605,2023-08-21,2023-08-21,2
119514,RAMSEYS DINER MASTERSON STATION,112 LUCILLE DR SUITE 110,40511,STATION,2023-08-18,2025-12-15,5
119525,L8NITE,401 SOUTH LIMESTONE #104,40508,11,2023-08-23,2024-05-02,4
119532,TAQUERIA EL BOCA DITO,1424 VERSAILLES ROAD,40504,605,2023-08-29,2023-10-04,9
119538,COUNTER CLOCKS EXACTA GRILL,207 LEGENDS LANE,40505,605,2023-08-15,2023-08-15,2
119539,BIG CITY PIZZA,207 LEGENDS LANE,40505,605,2023-08-15,2023-08-15,4
119540,TRIFECTA,207 LEGENDS LANE,40505,605,2023-08-15,2023-08-15,4
119562,JAVA JUKE BOX STATEWIDE MOBILE,640 W MAXWELL STE 130,40508,605,2023-08-18,2023-08-18,2
119565,BELLA CAFE & GRILL 2 LLC,3901 FOUNTAIN BLUE LANE,40513,605,2023-09-12,2025-10-17,3
119576,CAMACHO'S KITCHEN #2,3313 TAHOE ROAD,40515,605,2023-08-24,2023-08-24,2
119585,DUTCH BROS COFFEE,234 E. NEW CIRCLE ROAD,40505,605,2023-08-29,2025-11-07,3
119593,POPPY & POMELO LLC,,40502,,2025-09-10,2025-09-10,1
119649,SOUTHERN MIDDLE SCHOOL - YUM BIG BLUE WIENER YUM SHOP,400 WILSON DOWNING RD,40517,BIG BLUE WIENER YUM SHOP,2023-08-31,2025-10-22,6
119655,TUK TUK SNACK SHOP,124 MALABU DRIVE SUITE 110,40503,605,2023-09-11,2025-08-21,3
119666,BARZELONA,4371 OLD HARRODSBURG RD SUITE 105,40513,605,2023-09-01,2023-09-01,2
119673,THE SALAD BAR,2051 RICHMOND ROAD SUITE 115,40502,605,2023-09-01,2024-02-13,3
119682,EUREST DINING LEXMARK BUILDING 32,1101 RUSSELL CAVE RD,40511,BUILDING,2023-08-05,2025-11-17,6
119688,EUREST DINING LEXMARK MAIN BUILDING,740 W NEW CIRCLE ROAD,40511,MAIN BUILDING,2023-09-05,2025-12-16,8
119711,JUST DAWGS,2955 MCBRAYER RD,40313,603,2023-08-31,2023-08-31,2
119719,DOMINIC'S EATERY,215 EAST 7TH STREET,40508,605,2023-09-12,2023-09-20,4
119759,NANNY BEE'S,428 SOUTHLAND DRIVE,40503,605,2023-09-15,2023-09-15,2
119764,CECI'S GRILL HOUSE,3220 NICHOLASVILLE ROAD UNIT D70,40503,605,2023-09-07,2025-09-19,4
119777,CASEY'S MARKETING COMPANY DBA MINIT MART #4439,101 LEXINGTON GREEN CIRCLE,40503,DBA MINIT MART,2023-09-13,2025-09-05,2
119778,CASEY'S MARKETING COMPANY DBA MINIT MART,,40511,DBA MINIT MART,2025-11-11,2025-11-11,1
119779,CASEY'S MARKETING COMPANY DBA MINIT MART #4441,109 TOWN CENTER DR,40511,DBA MINIT MART,2023-09-12,2025-10-21,9
119780,CASEY'S MARKETING COMPANY DBA MINIT MART #4442,1949 NORTH BROADWAY,40505,DBA MINIT MART,2023-09-14,2025-09-18,4
119781,CASEY'S MARKETING COMPANY DBA MINIT MART #4443,1975 NICHOLASVILLE RD,40503,DBA MINIT MART,2023-09-11,2025-12-09,7
119782,CASEY'S MARKETING COMPANY DBA MINIT MART #4444,1998 HARRODSBURG RD,40503,DBA MINIT MART,2023-09-11,2025-10-20,5
119783,CASEY'S MARKETING COMPANY DBA MINIT MART #4445,2297 THUNDERSTRICK DR,40505,DBA MINIT MART,2023-09-18,2025-11-04,5
119784,CASEY'S MARKETING COMPANY DBA MINIT MART #4446,2300 VERSAILLES RD,40504,DBA MINIT MART,2024-02-06,2025-09-30,2
119785,CASEY'S MARKETING COMPANY DBA MINIT MART #4447,2420 RICHMOND RD,40502,DBA MINIT MART,2024-02-06,2025-10-03,3
119786,CASEY'S MARKETING COMPANY DBA MINIT MART #4448,3110 RICHMOND RD,40509,607,2024-02-01,2024-02-01,1
119787,CASEY'S MARKETING COMPANY DBA MINIT MART #4449,3790 PALOMAR CENTRE  DR,40513,DBA MINIT MART,2024-02-02,2025-09-09,3
119788,CASEY'S MARKETING COMPANY DBA MINIT MART #4450,4096 NICHOLS PARK,40503,DBA MINIT MART,2023-09-11,2025-10-21,3
119789,CASEY'S MARKETING COMPANY DBA MINIT MART #4451,4201 SARON DR,40515,DBA MINIT MART,2023-11-08,2025-07-22,3
119790,CASEY'S MARKETING COMPANY DBA MINIT MART,,40511,DBA MINIT MART,2025-12-19,2025-12-19,1
119791,CASEY'S MARKETING COMPANY DBA MINIT MART #4453,4560 IRON WORKS PIKE,40511,DBA MINIT MART,2023-09-18,2025-10-22,5
119792,CASEY'S MARKETING COMPANY DBA MINIT MART #4454,5521 ATHENS-BOONESBORO,40509,DBA MINIT MART,2024-02-01,2025-11-14,2
119793,CASEY'S MARKETING COMPANY DBA MINIT MART #4455,905 S LIMESTONE,40503,DBA MINIT MART,2023-11-09,2025-07-11,6
119809,OKOME ASIAN GRILL,341 S. LIMESTONE,40508,605,2023-09-28,2025-08-01,7
119820,DADDIOS PIZZA,333 S LIMESTONE ST,40508,605,2023-09-21,2023-09-21,1
119829,KENTUCKY BIG BLUE BBQ,500 EUCLID STREET,40502,605,2023-09-15,2023-09-15,2
119831,WILSON'S GROCERY,1010 CRAMER AVENUE,40502,607,2024-01-12,2025-09-04,3
119867,I WANT TACOS 3,224 MCCONNELLS TRACE,40511,605,2023-08-24,2023-09-14,4
119873,PEPPER'S MEXICAN GRILL,4750 HARTLAND PARKWAY STE 162,40515,605,2023-09-21,2025-11-24,3
119883,TATS BY TRXSH,,40509,,2025-12-15,2025-12-15,1
119907,SALLIE JANE BERT'S SPEAKCHEEZY MOBILE #2,161 E. REYNOLDS ROAD,40517,BERT'S SPEAKCHEEZY MOBILE #2,2023-09-26,2025-11-21,3
119913,CHURRERIA & ANTOJITOS MEXICANOS LA CONEJA MOBILE,394 WINTON RD,40383,605,2023-09-21,2023-09-21,2
119915,GREENHOUSE 17,4400 BRIAR HILL ROAD,40516,605,2023-09-20,2023-09-20,1
119918,TAQUERIA EL TENAMPA,2575 KNIGHTSBRIDGE,40509,605,2023-09-21,2023-10-03,4
119933,DELICIA Y SABOS CATRACHO,300 QUINTON CT. 22103,40509,605,2023-09-21,2023-09-22,4
119934,CLOUD CANDY,645 ESTRELLA DR,40511,603,2023-09-30,2023-09-30,2
119990,LEXINGTON ACADAMY OF MARTIAL ARTS,,40502,MARTIAL ARTS,2025-11-13,2025-11-13,1
119997,STARBUCKS COFFEE #71107,1433 NEWTOWN CENTER WAY,40511,605,2023-09-28,2025-10-15,4
120004,SWEET WALLY'S,3401 NICHOLASVILLE RD BOOTH FC-09,40503,11,2023-10-06,2024-05-31,4
120006,LA PETITE DELICAT,250 WALTON AVE SUITE 160,40502,43,2023-12-18,2025-12-02,3
120023,BEAU'S CAFE,3191 BEAUMONT CENTRE CIRCLE,40513,11,2023-10-13,2025-07-16,5
120024,A SWEETER KENTUCKY,3273 HUNTING HILLS DRIVE,40515,603,2023-09-30,2023-09-30,2
120033,M & M SMOKEHOUSE LLC,100 VALVOLINE WAY,40509,607,2023-10-03,2023-10-03,4
120068,FRUTA MIX LLC,1993 HARRODSBURG ROAD,40503,605,2023-11-22,2023-11-22,1
120155,SLIM CHICKENS,2897 RICHMOND ROAD,40509,605,2024-01-25,2025-11-03,2
120156,BISCUIT BELLY,112 LUCILLE DRIVE #150,40511,11,2023-11-15,2024-05-14,3
120192,ZUMOS,1677 KONNER WOODS DRIVE,40511,52,2023-10-19,2025-10-04,4
120235,RISE AND BRINE,331 ROMANY RD,40502,11,2023-12-06,2025-07-17,3
120246,MR. TACO N&B,2304 CABOT DRIVE,40505,605,2023-10-24,2023-10-24,1
120292,EL SAZON OAXAQUENO,107 TRAFTON SUITE 2190,40504,605,2023-10-26,2023-10-26,1
120293,TAQUERIA LA COSTA,2040 LARKSPUR,40504,52,2023-10-26,2024-06-20,3
120299,RANCHO MORENAL,941 DETROIT AVE,40505,605,2023-10-26,2023-10-26,1
120318,EVERYTHING SPUDS LLC,1070 CHINOE UNIT 140,40502,11,2024-06-04,2025-07-17,3
120335,LA ESQUINA CHILANGA,413 W NEW CIRCLE RD,40511,11,2023-11-16,2025-12-11,3
120341,HILTON GARDEN INN LEXINGTON,1973 PLAUDIT PL,40509,607,2024-02-06,2025-10-13,3
120346,CHENTE TACOS,376 REDDING ROAD #3,40517,605,2023-11-02,2023-11-02,1
120358,RISE UP! PIZZA,131 CHEAPSIDE,40507,605,2023-11-05,2023-11-05,2
120374,EL TENAMPA RESTORAN EN BAR,1914 OXFORD CIRCLE,40504,EN BAR,2023-11-22,2025-12-04,3
120389,2ND HOME ADULT DAY HEALTH CARE LLC,2432 REGENCY ROAD  SUITE #200,40503,CARE LLC,2023-12-11,2025-07-29,4
120417,GHC LEXINGTON TENNIS OPERATOR,410 REDDING RD,40517,OPERATOR,2023-11-22,2025-12-23,4
120427,C & P MARKET / GRILL,1000 MANCHESTER STREET,40508,607,2023-11-22,2023-11-22,2
120438,CHUPIS,910 CHRIS DRIVE,40356,605,2023-11-15,2023-11-15,1
120442,EL POBIANO,3349 HARSTON DR,40515,605,2023-08-30,2023-08-30,1
120453,BIG BLUE WIENER,337 S MILL ST APT 7,40517,603,2023-11-17,2023-11-17,1
120465,PADDOCK BOURBON CLUB,1011 SOUTH BROADWAY AVENUE,40504,11,2023-11-28,2025-07-17,3
120520,HONEY J'S,1474 ANNISTON DR,40505,11,2023-11-30,2025-11-26,4
120521,TROPICAL SMOOTHIE CAFE,385 ROSE STREET,40508,11,2023-11-27,2025-07-08,9
120536,KEARNEY RIDGE APARTMENTS- OUTDOOR,,40511,OUTDOOR,2025-08-12,2025-08-12,1
120543,CINCO DE MAYO TATES CREEK,4101 TATES CREEK CENTRE DRIVE  UNIT 162,40517,CREEK,2024-01-12,2025-12-09,2
120558,CLARK'S PUMP-N-SHOP #79,2670 SANDERSVILLE ROAD,40511,#79,2023-12-06,2025-11-26,3
120559,RAIDERS SUBS LLC DBA SUBWAY,360 SOUTHLAND DRIVE,40503,DBA SUBWAY,2024-05-13,2025-11-24,2
120569,TROPICAL SMOOTHIE CAFE,3090 HELMSDALE PL SUITE 390,40509,11,2023-12-08,2025-12-05,4
120593,TEDDY'S LLC,161 E. REYNOLDS ROAD,40517,605,2023-12-11,2023-12-13,2
120601,FUEL UP NUTRITION,128 BURT RD,40503,11,2023-12-12,2025-07-29,3
120605,EASTLAND VAPE & GROCERY,1907 VERSAILLES RD STE B,40504,610,2023-12-20,2024-01-25,5
120607,MI GUSTO ES,826 EAST SEVENTH STREET,40505,605,2023-12-07,2023-12-07,1
120622,SEOUL ASIAN MARKET,1085 E. NEW CIRCLE ROAD,40505,610,2023-12-22,2025-12-04,2
120623,EL CIDS MEXICAN BIRRIERIA,701 NATIONAL AVE,40502,11,2023-12-15,2024-06-28,2
120666,GOLDFISH SWIM SCHOOL - NICHOLASVILLE HAMPTON INN (INDOOR POOL),,40503,HAMPTON INN (INDOOR POOL),2025-12-10,2025-12-10,1
120697,GREASY ART SUPPLY,,40507,,2025-12-10,2025-12-10,1
120699,STARBUCKS,3880 FOUNTAIN BLUE LANE,40513,605,2024-01-08,2025-07-28,2
120701,BIG BLUE NUTRITION,1030 SOUTH BROADWAY STE. 7,40504,605,2024-01-10,2025-09-29,2
120703,CALLE HIDALGO LLC DBA EL JEFE MEXICAN GRILL,2369 RICHMOND ROAD SUITE 110,40502,EL JEFE MEXICAN,2024-01-05,2025-09-11,3
120704,THE BURL DBA BURL BREW,371 THOMPSON ROAD,40508,11,2024-01-04,2025-08-14,4
120708,BLUE STALLION BREWING,610 WEST 3RD ST.,40508,605,2023-12-27,2025-08-21,4
120711,CHOCOLATE HOLLER,400 OLD VINE STREET SUITE 104,40507,605,2024-01-03,2024-01-03,1
120712,OLD SAN JUAN CUBAN AND LATIN CUISINE,247 SURFSIDE DRIVE,40503,LATIN CUISINE,2023-12-29,2025-08-11,3
120726,STONE SOUP & SALAD,428 SOUTHLAND DRIVE,40503,605,2024-01-09,2024-01-09,1
120727,GOLDEN FLAME HOT WINGS,141 ROJAY DRIVE,40503,605,2023-12-29,2025-08-04,3
120735,"ESTEPP'S FRIENDLY SHELL, INC DBA WINCHESTER ROAD",768 WINCHESTER ROAD,40505,INC DBA WINCHESTER,2024-01-04,2025-11-14,10
120758,TACOS EL POTRO,2417 NICHOLASVILLE ROAD,40503,11,2024-01-30,2024-06-25,4
120763,HAMPTON INN,2251 ELKHORN ROAD,40505,607,2024-01-09,2025-09-05,3
120764,LYNDON HOUSE BED & BREAKFAST,507 N. BROADWAY,40508,605,2024-01-16,2025-10-29,2
120774,END LINE CAFE,3025 BLAKE JAMES DRIVE,40509,605,2024-01-23,2025-11-19,2
120777,ANTOJITOS LA PASADITA,1918 OXFORD CIRCLE,40504,605,2024-01-09,2024-01-09,1
120785,FERNANDO'S FOOD TRUCK,225 PREAKNESS DRIVE,40516,605,2024-01-09,2024-01-09,1
120795,THE OBSTINATE SONS,829 CHEVY CHASE PLACE,40502,605,2024-01-17,2025-08-20,2
120814,ROCK HOUSE BREWING,119 LUIGART COURT,40508,605,2024-01-18,2024-01-18,1
120818,FIZZY FOX,633 DARDONELLES DRIVE,40503,605,2024-01-12,2025-10-04,2
120821,YAKY ENTERPRISES INC. PDQ KWIK STOP,456 E. NEW CIRCLE ROAD,40505,PDQ KWIK STOP,2024-01-31,2025-09-03,3
120822,ASIAN BISTRO J2C,561 S. BROADWAY STE #140,40508,605,2024-01-22,2025-08-20,4
120834,DAIRY QUEEN #70870,5350 ATHENS BOONESBORO ROAD,40509,11,2024-05-16,2025-11-25,3
120839,DIP N CREPE,3801 MALL RD SUITE 135,40503,605,2024-01-26,2025-08-06,2
120862,BRAZILIAN GOURMET LLC,424 EAST NEW CIRCLE ROAD,40505,607,2024-01-29,2025-09-10,3
120873,CLARK'S PUMP-N-SHOP #87,,40511,#87,2025-08-27,2025-08-27,1
120898,SIR PIZZA OF KY INC,3325 KEITHSHIRE WAY,40503,605,2024-02-02,2024-02-02,1
120913,KYHP - MR. GYROS - ALLTECH ARENA STAND,,40511,ARENA STAND,2025-10-27,2025-10-27,1
120920,WILD LAB BAKERY,,40502,,2025-11-20,2025-11-20,1
120948,NOODLES AND COMPANY,2468 NICHOLASVILLE RD,40503,605,2024-02-13,2025-10-14,2
120977,PALI MARKET,,40508,,2025-12-15,2025-12-15,1
120995,LEXINGTON LEGENDS KY ALE TAP ROOM,,40505,ALE TAP ROOM,2025-11-21,2025-11-21,1
121000,LEXINGTON LEGENDS 1ST BASE,,40505,BASE,2025-11-21,2025-11-21,1
121004,TSAOCHA,,40504,,2025-09-22,2025-09-22,1
121007,MAZUNTE BODEGA,,40508,,2025-12-19,2025-12-19,1
121008,LUCY'S KITCHEN,375 THOMPSON ROAD,40508,11,2024-06-18,2025-08-14,3
121009,FUTILE BAKERY (FUTILE LLC),399 WALLER AVENUE,40504,LLC),2024-02-01,2025-10-23,2
121010,TAQUERIA EL SOL,416 SHAWNEE AVENUE,40505,605,2024-02-07,2024-02-08,2
121019,HANGKHIM BUBBLE TEA,157 E REYNOLDS RD STE C,40517,11,2024-05-13,2024-05-13,1
121021,CHEF LI'S PRIVATE KITCHEN,,40508,,2025-12-05,2025-12-05,1
121026,"GENEVA-NICOLE COOKING, BAKING & CATERING",,40508,BAKING & CATERING,2025-10-20,2025-10-20,1
121031,SIDEBAR,,40507,,2025-09-10,2025-09-10,1
121038,LA CABANA,,40505,,2025-11-21,2025-11-21,1
121047,THE VOID SAKE COMPANY,819 NATIONAL AVENUE #120,40502,11,2024-05-01,2025-12-09,2
121087,CHARLIE'S SEAFOOD,,40505,,2025-10-03,2025-10-03,1
121138,OSAKA,,40511,,2025-11-12,2025-11-12,1
121145,BEVERLY ANN'S COOKIE TRUCK,,41042,TRUCK,2025-10-11,2025-10-11,1
121155,BAPTIST CAFE NORTH,1720 NICHOLASVILLE RD,40503,32,2024-05-29,2025-12-11,2
121157,BAPTIST CAFE CENTRAL,1720 NICHOLASVILLE RD,40503,32,2024-05-29,2025-12-11,3
121200,TEMPUR CAFE,,40511,,2025-10-06,2025-10-06,1
121204,ROUGE COSMETIC TATTOO,,40503,,2025-12-11,2025-12-11,1
121208,SPRINGHILL SUITES LEXINGTON FRITZ,,40517,FRITZ,2025-10-14,2025-10-14,1
121226,"THE ACADEMY, LLC",,40502,,2025-08-18,2025-08-18,1
121228,EVERHOME SUITES LEXINGTON NORTH,,40511,NORTH,2025-08-26,2025-08-26,1
121229,BESPOKEN SPIRITS,,40508,,2025-12-05,2025-12-05,1
121239,CIBON,,40508,,2025-11-20,2025-11-20,1
121286,ETHIOPIAN FAMILY KITCHEN,,40508,,2025-12-30,2025-12-30,1
121350,KYHP - ME AND YOU EVENTS - COMMISSARY,,40511,- COMMISSARY,2025-10-28,2025-10-28,1
121353,KYHP - ME AND YOU EVENTS - ALLTECH ARENA,,40511,- ALLTECH ARENA,2025-10-27,2025-10-27,1
121406,LIMA DRIVE SEVENTH-DAY ADVENTIST MCALISTER'S DELI CHURCH,,40511,MCALISTER'S DELI CHURCH,2025-12-29,2025-12-29,1
121426,BAPTIST HEALTH CAFE HAMBURG,3000 BAPTIST HEALTH BLVD,40509,HAMBURG,2024-05-28,2025-12-04,7
121427,HAMPTON INN SOUTH KEENELAND-AIRPORT FOOD,,40513,FOOD,2025-09-25,2025-09-25,1
121453,TRU BY HILTON LEXINGTON HAMBURG,,40509,HAMBURG,2025-11-11,2025-11-11,1
121456,BLUE DOOR SMOKEHOUSE,,40502,,2025-11-19,2025-11-19,1
121459,CHIPOTLE MEXICAN GRILL,3900 FOUNTAIN BLUE LANE,40513,11,2024-05-16,2025-07-07,2
121473,KENTUCKY FOODS INC DBA CINNABON,,40503,CINNABON,2025-11-10,2025-11-10,1
121491,LEXINGTON TEA & BRIE,219 NORTH LIMESTONE,40507,11,2024-06-05,2025-12-04,2
121536,SMOOTHIE KING,,40509,,2025-12-03,2025-12-03,1
121537,THE FAMILY BUSINESS TATTOO PARLOUR,,40503,TATTOO PARLOUR,2025-09-30,2025-09-30,1
121540,RANOUSH,2308 SIR BARTON WAY #130,40509,11,2024-05-13,2025-12-04,2
121621,BOARD & CO.,101 W. LOUDON AVENUE,40508,11,2024-06-28,2025-07-07,2
121625,"GOD'S PANTRY FOOD BANK, INC",,40511,INC,2025-12-29,2025-12-29,1
121626,LAGNIAPPE BEER CHEESE,223 ROSEMONT GARDEN,40503,54,2024-05-06,2025-11-19,2
121639,"FIRSTHAND CARE OF KENTUCKY, LLC",,40505,LLC,2025-11-17,2025-11-17,1
121664,NEWS AND GIFTS #0592,4000 TERMINAL DRIVE,40510,62,2024-05-16,2024-05-16,1
121677,SHAKE N CRAVE EIFFEL PIZZA,,40508,EIFFEL PIZZA,2025-11-20,2025-11-20,1
